date,keyword,rank,clicks,impressions,ctr
2024-10-14,marketing analytics,33,78,1567,0.04977664326738992
2024-10-14,ai for business,20,50,5276,0.009476876421531463
2024-10-14,customer segmentation,2,57,18114,0.003146737330241802
2024-10-14,sales forecasting,6,14,12305,0.0011377488825680617
2024-10-15,marketing analytics,42,83,7300,0.01136986301369863
2024-10-15,ai for business,46,35,9455,0.0037017451084082496
2024-10-15,customer segmentation,21,20,11601,0.0017239893112662701
2024-10-15,sales forecasting,46,49,8333,0.005880235209408376
2024-10-16,marketing analytics,19,52,3118,0.01667735728030789
2024-10-16,ai for business,48,29,14802,0.0019591947034184568
2024-10-16,customer segmentation,9,62,4872,0.012725779967159278
2024-10-16,sales forecasting,10,10,18209,0.0005491789774287441
2024-10-17,marketing analytics,39,11,7004,0.0015705311250713877
2024-10-17,ai for business,5,54,16958,0.0031843377756810946
2024-10-17,customer segmentation,16,37,4668,0.007926306769494431
2024-10-17,sales forecasting,24,40,17232,0.002321262766945218
2024-10-18,marketing analytics,26,55,6778,0.008114488049572145
2024-10-18,ai for business,45,65,9359,0.006945186451543969
2024-10-18,customer segmentation,22,69,12901,0.005348422602899
2024-10-18,sales forecasting,45,56,4719,0.01186692095783005
2024-10-19,marketing analytics,34,99,14181,0.00698117199069177
2024-10-19,ai for business,11,87,7083,0.01228293096145701
2024-10-19,customer segmentation,18,50,18200,0.0027472527472527475
2024-10-19,sales forecasting,6,61,12421,0.00491103775863457
2024-10-20,marketing analytics,29,42,7354,0.005711177590426979
2024-10-20,ai for business,5,97,11987,0.008092099774755985
2024-10-20,customer segmentation,4,76,1169,0.06501283147989735
2024-10-20,sales forecasting,26,44,4451,0.009885419006964727
2024-10-21,marketing analytics,42,88,2304,0.03819444444444445
2024-10-21,ai for business,27,52,13926,0.003734022691368663
2024-10-21,customer segmentation,40,46,15051,0.003056275330542821
2024-10-21,sales forecasting,2,29,8181,0.003544798924336878
2024-10-22,marketing analytics,23,57,2596,0.021956856702619414
2024-10-22,ai for business,20,88,15303,0.005750506436646409
2024-10-22,customer segmentation,36,15,2159,0.006947660954145438
2024-10-22,sales forecasting,30,42,4893,0.008583690987124463
2024-10-23,marketing analytics,44,97,11712,0.008282103825136613
2024-10-23,ai for business,22,44,2244,0.0196078431372549
2024-10-23,customer segmentation,15,12,14628,0.0008203445447087777
2024-10-23,sales forecasting,20,86,5270,0.01631878557874763
2024-10-24,marketing analytics,3,87,9297,0.00935785737334624
2024-10-24,ai for business,26,98,14897,0.00657850573941062
2024-10-24,customer segmentation,20,6,8515,0.0007046388725778039
2024-10-24,sales forecasting,43,50,7461,0.006701514542286556
2024-10-25,marketing analytics,24,60,13777,0.004355084561225231
2024-10-25,ai for business,4,19,16164,0.0011754516208859194
2024-10-25,customer segmentation,31,74,13961,0.005300479908316023
2024-10-25,sales forecasting,31,51,4648,0.010972461273666093
2024-10-26,marketing analytics,45,64,17051,0.003753445545715794
2024-10-26,ai for business,32,89,15938,0.005584138536830217
2024-10-26,customer segmentation,3,51,13525,0.0037707948243992607
2024-10-26,sales forecasting,3,88,15135,0.0058143376280145355
2024-10-27,marketing analytics,18,51,10811,0.004717417445194709
2024-10-27,ai for business,5,19,1030,0.018446601941747572
2024-10-27,customer segmentation,32,58,7779,0.007455971204525003
2024-10-27,sales forecasting,37,90,4818,0.0186799501867995
2024-10-28,marketing analytics,7,23,5913,0.003889734483341789
2024-10-28,ai for business,11,87,3751,0.023193814982671288
2024-10-28,customer segmentation,27,17,13634,0.0012468827930174563
2024-10-28,sales forecasting,47,60,14185,0.0042298202326401125
2024-10-29,marketing analytics,18,83,3036,0.027338603425559948
2024-10-29,ai for business,38,35,2873,0.012182387747998607
2024-10-29,customer segmentation,37,34,13907,0.002444811965197383
2024-10-29,sales forecasting,20,84,16516,0.005085977234197142
2024-10-30,marketing analytics,24,87,14996,0.005801547079221126
2024-10-30,ai for business,47,60,17946,0.003343363423604146
2024-10-30,customer segmentation,34,55,1579,0.03483217226092464
2024-10-30,sales forecasting,23,77,11083,0.006947577370747992
2024-10-31,marketing analytics,28,17,1958,0.008682328907048007
2024-10-31,ai for business,27,54,5316,0.010158013544018058
2024-10-31,customer segmentation,34,66,14773,0.004467609828741623
2024-10-31,sales forecasting,4,56,13465,0.0041589305607129595
2024-11-01,marketing analytics,45,56,16327,0.0034299013903350277
2024-11-01,ai for business,15,90,7428,0.012116316639741519
2024-11-01,customer segmentation,44,50,8307,0.006019020103527146
2024-11-01,sales forecasting,44,95,6828,0.013913298183948448
2024-11-02,marketing analytics,5,21,13563,0.0015483300154833
2024-11-02,ai for business,45,19,9729,0.00195292424709631
2024-11-02,customer segmentation,45,69,19622,0.003516461115074916
2024-11-02,sales forecasting,2,56,14968,0.0037413148049171567
2024-11-03,marketing analytics,40,37,9659,0.003830624288228595
2024-11-03,ai for business,43,93,19832,0.004689390883420734
2024-11-03,customer segmentation,1,60,1140,0.05263157894736842
2024-11-03,sales forecasting,36,52,18649,0.0027883532629095396
2024-11-04,marketing analytics,35,36,6078,0.005923000987166831
2024-11-04,ai for business,49,54,7269,0.007428807263722658
2024-11-04,customer segmentation,14,37,3159,0.011712567268122824
2024-11-04,sales forecasting,5,69,8090,0.008529048207663783
2024-11-05,marketing analytics,30,79,15770,0.005009511731135067
2024-11-05,ai for business,4,77,9026,0.008530910702415245
2024-11-05,customer segmentation,8,38,2661,0.014280345734686208
2024-11-05,sales forecasting,24,65,7801,0.00833226509421869
2024-11-06,marketing analytics,47,39,6956,0.005606670500287522
2024-11-06,ai for business,43,57,11786,0.004836246394026812
2024-11-06,customer segmentation,21,55,1393,0.03948312993539124
2024-11-06,sales forecasting,27,67,15866,0.004222866506996092
2024-11-07,marketing analytics,40,10,7408,0.0013498920086393088
2024-11-07,ai for business,9,86,1982,0.04339051463168517
2024-11-07,customer segmentation,35,9,4036,0.0022299306243805748
2024-11-07,sales forecasting,45,95,4116,0.023080660835762875
2024-11-08,marketing analytics,20,31,19916,0.0015565374573207472
2024-11-08,ai for business,27,93,8356,0.01112972714217329
2024-11-08,customer segmentation,41,20,19618,0.0010194719135487816
2024-11-08,sales forecasting,44,77,18576,0.004145133505598622
2024-11-09,marketing analytics,9,92,18692,0.004921891718382195
2024-11-09,ai for business,29,51,4915,0.010376398779247202
2024-11-09,customer segmentation,36,68,7949,0.008554535161655554
2024-11-09,sales forecasting,21,58,4399,0.013184814730620595
2024-11-10,marketing analytics,9,70,9795,0.0071465033180193975
2024-11-10,ai for business,19,88,17665,0.004981602037928107
2024-11-10,customer segmentation,15,38,1473,0.025797691785471828
2024-11-10,sales forecasting,16,85,12291,0.006915629322268326
2024-11-11,marketing analytics,20,95,9649,0.00984557985283449
2024-11-11,ai for business,2,30,11857,0.0025301509656742854
2024-11-11,customer segmentation,9,73,6562,0.011124657116732703
2024-11-11,sales forecasting,44,85,19597,0.004337398581415523
2024-11-12,marketing analytics,26,33,18587,0.0017754344434282026
2024-11-12,ai for business,7,26,19076,0.0013629691759278674
2024-11-12,customer segmentation,29,75,14022,0.005348737697903295
2024-11-12,sales forecasting,5,39,14486,0.002692254590639238
2024-11-13,marketing analytics,40,38,3210,0.011838006230529595
2024-11-13,ai for business,30,5,9534,0.0005244388504300399
2024-11-13,customer segmentation,41,65,9650,0.006735751295336788
2024-11-13,sales forecasting,7,96,9525,0.010078740157480314
2024-11-14,marketing analytics,3,96,7696,0.012474012474012475
2024-11-14,ai for business,45,82,4568,0.01795096322241681
2024-11-14,customer segmentation,20,14,17729,0.0007896666478650798
2024-11-14,sales forecasting,16,38,16287,0.0023331491373488056
2024-11-15,marketing analytics,16,99,7589,0.013045196995651601
2024-11-15,ai for business,40,35,9761,0.0035856981866612026
2024-11-15,customer segmentation,2,60,17872,0.0033572068039391225
2024-11-15,sales forecasting,38,30,11836,0.0025346400811084827
2024-11-16,marketing analytics,8,48,18364,0.002613809627532128
2024-11-16,ai for business,36,54,5927,0.009110848658680615
2024-11-16,customer segmentation,49,39,8202,0.004754937820043892
2024-11-16,sales forecasting,3,43,10095,0.004259534422981674
2024-11-17,marketing analytics,16,26,19471,0.0013353191926454727
2024-11-17,ai for business,42,8,14919,0.0005362289697700918
2024-11-17,customer segmentation,31,58,1560,0.03717948717948718
2024-11-17,sales forecasting,12,36,12109,0.0029729952927574532
2024-11-18,marketing analytics,11,43,18468,0.002328351743556422
2024-11-18,ai for business,15,38,3351,0.011339898537749925
2024-11-18,customer segmentation,28,67,16198,0.00413631312507717
2024-11-18,sales forecasting,3,87,7256,0.011990077177508269
2024-11-19,marketing analytics,11,55,7549,0.007285733209696649
2024-11-19,ai for business,3,41,10058,0.004076357128653808
2024-11-19,customer segmentation,14,34,3286,0.010346926354230066
2024-11-19,sales forecasting,17,35,3098,0.011297611362169141
2024-11-20,marketing analytics,33,57,1201,0.04746044962531224
2024-11-20,ai for business,36,72,1147,0.06277244986922406
2024-11-20,customer segmentation,44,16,18755,0.0008531058384430818
2024-11-20,sales forecasting,5,20,19438,0.001028912439551394
2024-11-21,marketing analytics,42,7,7421,0.0009432691011992993
2024-11-21,ai for business,13,49,1407,0.03482587064676617
2024-11-21,customer segmentation,32,12,1056,0.011363636363636364
2024-11-21,sales forecasting,4,28,16812,0.0016654770402093743
2024-11-22,marketing analytics,26,43,5539,0.007763134139736415
2024-11-22,ai for business,35,64,5241,0.012211410036252623
2024-11-22,customer segmentation,13,52,6158,0.008444300097434233
2024-11-22,sales forecasting,19,26,10699,0.002430133657351154
2024-11-23,marketing analytics,10,43,10705,0.004016814572629613
2024-11-23,ai for business,35,23,11906,0.001931799092894339
2024-11-23,customer segmentation,45,62,11290,0.005491585473870682
2024-11-23,sales forecasting,20,64,15662,0.004086323585748946
2024-11-24,marketing analytics,22,61,7294,0.00836303811351796
2024-11-24,ai for business,20,80,10329,0.007745183464033304
2024-11-24,customer segmentation,20,45,4197,0.010721944245889922
2024-11-24,sales forecasting,5,70,9600,0.007291666666666667
2024-11-25,marketing analytics,22,18,5660,0.0031802120141342758
2024-11-25,ai for business,46,20,16833,0.0011881423394522663
2024-11-25,customer segmentation,17,74,1205,0.061410788381742736
2024-11-25,sales forecasting,23,32,8113,0.003944286946875385
2024-11-26,marketing analytics,1,52,12893,0.004033196308074149
2024-11-26,ai for business,6,37,1734,0.021337946943483274
2024-11-26,customer segmentation,5,75,18143,0.004133825717907733
2024-11-26,sales forecasting,23,89,9144,0.0097331583552056
2024-11-27,marketing analytics,38,96,1398,0.06866952789699571
2024-11-27,ai for business,5,99,16227,0.006100942872989462
2024-11-27,customer segmentation,30,20,14798,0.0013515339910798758
2024-11-27,sales forecasting,32,71,15255,0.004654211733857752
2024-11-28,marketing analytics,13,85,6823,0.012457863110068884
2024-11-28,ai for business,29,6,15737,0.0003812670775878503
2024-11-28,customer segmentation,16,16,10043,0.001593149457333466
2024-11-28,sales forecasting,44,25,15493,0.0016136319628219196
2024-11-29,marketing analytics,20,13,10367,0.0012539789717372432
2024-11-29,ai for business,20,9,2819,0.0031926214969847464
2024-11-29,customer segmentation,21,82,15998,0.005125640705088136
2024-11-29,sales forecasting,13,97,3678,0.026373028820010875
2024-11-30,marketing analytics,46,7,7922,0.0008836152486745772
2024-11-30,ai for business,2,12,17524,0.0006847751654873316
2024-11-30,customer segmentation,3,93,18966,0.004903511546978804
2024-11-30,sales forecasting,13,12,13999,0.0008572040860061433
2024-12-01,marketing analytics,13,22,3145,0.0069952305246422895
2024-12-01,ai for business,24,94,12309,0.007636688601836055
2024-12-01,customer segmentation,33,17,12994,0.001308296136678467
2024-12-01,sales forecasting,40,90,5840,0.015410958904109588
2024-12-02,marketing analytics,9,28,1330,0.021052631578947368
2024-12-02,ai for business,37,96,19825,0.004842370744010088
2024-12-02,customer segmentation,37,21,11211,0.0018731602890018732
2024-12-02,sales forecasting,24,14,9974,0.0014036494886705434
2024-12-03,marketing analytics,10,21,8920,0.0023542600896860988
2024-12-03,ai for business,25,15,8589,0.0017464198393293748
2024-12-03,customer segmentation,49,10,4494,0.0022251891410769915
2024-12-03,sales forecasting,11,5,3108,0.0016087516087516086
2024-12-04,marketing analytics,39,76,11237,0.006763371006496396
2024-12-04,ai for business,16,18,14333,0.001255843159143236
2024-12-04,customer segmentation,3,53,3629,0.014604574262882336
2024-12-04,sales forecasting,34,65,7128,0.009118967452300786
2024-12-05,marketing analytics,25,37,19720,0.0018762677484787018
2024-12-05,ai for business,5,8,2725,0.0029357798165137615
2024-12-05,customer segmentation,9,33,9645,0.003421461897356143
2024-12-05,sales forecasting,12,47,10269,0.004576881877495375
2024-12-06,marketing analytics,11,34,16921,0.0020093375096034514
2024-12-06,ai for business,19,97,6800,0.014264705882352941
2024-12-06,customer segmentation,24,19,13747,0.001382119735214956
2024-12-06,sales forecasting,37,48,3115,0.015409309791332263
2024-12-07,marketing analytics,10,9,16464,0.0005466472303206997
2024-12-07,ai for business,45,16,2752,0.005813953488372093
2024-12-07,customer segmentation,8,28,14472,0.0019347705914870095
2024-12-07,sales forecasting,20,89,15051,0.005913228356919806
2024-12-08,marketing analytics,16,10,15294,0.0006538511834706421
2024-12-08,ai for business,33,80,6432,0.012437810945273632
2024-12-08,customer segmentation,44,88,19701,0.00446677833612507
2024-12-08,sales forecasting,26,26,14017,0.0018548904901191411
2024-12-09,marketing analytics,14,22,11349,0.0019384967838576087
2024-12-09,ai for business,35,5,15132,0.00033042558815754694
2024-12-09,customer segmentation,7,51,19816,0.0025736778360920466
2024-12-09,sales forecasting,20,54,15141,0.0035664751337428175
2024-12-10,marketing analytics,4,15,16478,0.0009103046486224056
2024-12-10,ai for business,13,24,13645,0.0017588860388420666
2024-12-10,customer segmentation,13,66,8806,0.007494889847831024
2024-12-10,sales forecasting,25,31,5258,0.005895777862305059
2024-12-11,marketing analytics,17,96,19071,0.00503382098474123
2024-12-11,ai for business,11,41,15082,0.002718472351147063
2024-12-11,customer segmentation,33,88,17934,0.004906880785100926
2024-12-11,sales forecasting,49,7,2182,0.0032080659945004585
2024-12-12,marketing analytics,15,40,7023,0.005695571693008686
2024-12-12,ai for business,19,80,9204,0.008691873098652759
2024-12-12,customer segmentation,31,9,18683,0.0004817213509607665
2024-12-12,sales forecasting,7,90,15951,0.005642279480910287
2024-12-13,marketing analytics,38,58,4827,0.012015744769007665
2024-12-13,ai for business,26,77,5108,0.015074393108848864
2024-12-13,customer segmentation,11,26,9786,0.002656856734109953
2024-12-13,sales forecasting,42,39,13828,0.0028203644778709864
2024-12-14,marketing analytics,46,18,19673,0.0009149595892848066
2024-12-14,ai for business,21,92,19665,0.004678362573099415
2024-12-14,customer segmentation,26,98,18316,0.00535051321249181
2024-12-14,sales forecasting,12,81,11918,0.006796442356100016
2024-12-15,marketing analytics,29,44,17192,0.0025593299208934387
2024-12-15,ai for business,40,36,9541,0.0037731893931453727
2024-12-15,customer segmentation,22,49,10848,0.0045169616519174045
2024-12-15,sales forecasting,19,97,15869,0.006112546474257987
2024-12-16,marketing analytics,27,40,12801,0.0031247558784469965
2024-12-16,ai for business,8,77,13098,0.005878760116048252
2024-12-16,customer segmentation,34,88,17616,0.004995458673932788
2024-12-16,sales forecasting,7,64,15234,0.00420112905343311
2024-12-17,marketing analytics,13,21,12561,0.0016718414139001673
2024-12-17,ai for business,47,91,17915,0.00507954228300307
2024-12-17,customer segmentation,4,21,5165,0.004065827686350436
2024-12-17,sales forecasting,36,93,7663,0.012136239070859976
2024-12-18,marketing analytics,42,34,1991,0.017076845806127575
2024-12-18,ai for business,1,86,1058,0.08128544423440454
2024-12-18,customer segmentation,33,25,10772,0.0023208317861121426
2024-12-18,sales forecasting,48,51,8449,0.006036217303822937
2024-12-19,marketing analytics,20,12,9393,0.0012775471095496647
2024-12-19,ai for business,25,31,5630,0.005506216696269982
2024-12-19,customer segmentation,29,69,12227,0.005643248548294758
2024-12-19,sales forecasting,41,89,7771,0.011452837472654742
2024-12-20,marketing analytics,45,35,10646,0.003287619763291377
2024-12-20,ai for business,26,14,19766,0.0007082869574015987
2024-12-20,customer segmentation,10,23,3635,0.006327372764786795
2024-12-20,sales forecasting,13,36,15553,0.0023146659808397094
2024-12-21,marketing analytics,18,76,10883,0.00698336855646421
2024-12-21,ai for business,30,58,10832,0.00535450516986706
2024-12-21,customer segmentation,32,95,19949,0.004762143465837886
2024-12-21,sales forecasting,34,48,8455,0.005677114133648729
2024-12-22,marketing analytics,21,79,12858,0.006144034842121636
2024-12-22,ai for business,3,53,2688,0.019717261904761904
2024-12-22,customer segmentation,15,27,8072,0.003344895936570862
2024-12-22,sales forecasting,9,34,12072,0.0028164347249834327
2024-12-23,marketing analytics,15,85,18340,0.004634678298800436
2024-12-23,ai for business,41,52,13151,0.0039540719336932555
2024-12-23,customer segmentation,20,11,6264,0.001756066411238825
2024-12-23,sales forecasting,6,19,2833,0.006706671373102718
2024-12-24,marketing analytics,14,94,14879,0.006317628872908126
2024-12-24,ai for business,19,98,12488,0.007847533632286996
2024-12-24,customer segmentation,47,89,11712,0.007599043715846994
2024-12-24,sales forecasting,22,70,15318,0.004569787178482831
2024-12-25,marketing analytics,41,28,5335,0.005248359887535145
2024-12-25,ai for business,15,66,10585,0.006235238545111006
2024-12-25,customer segmentation,23,11,11151,0.0009864586135772577
2024-12-25,sales forecasting,8,99,10276,0.009634098871156092
2024-12-26,marketing analytics,17,53,3086,0.017174335709656513
2024-12-26,ai for business,10,63,8022,0.007853403141361256
2024-12-26,customer segmentation,28,37,9852,0.003755582622817702
2024-12-26,sales forecasting,6,51,16611,0.0030702546505327797
2024-12-27,marketing analytics,12,70,19940,0.003510531594784353
2024-12-27,ai for business,41,42,14903,0.0028182245185533112
2024-12-27,customer segmentation,21,50,3146,0.01589319771137953
2024-12-27,sales forecasting,7,80,6009,0.013313363288400732
2024-12-28,marketing analytics,6,69,8770,0.007867730900798175
2024-12-28,ai for business,10,20,3118,0.006414368184733804
2024-12-28,customer segmentation,9,85,5373,0.015819839940442955
2024-12-28,sales forecasting,44,62,12238,0.005066187285504167
2024-12-29,marketing analytics,18,70,10123,0.00691494616220488
2024-12-29,ai for business,28,20,11839,0.0016893318692457132
2024-12-29,customer segmentation,32,6,15472,0.00038779731127197516
2024-12-29,sales forecasting,2,18,16754,0.0010743702996299392
2024-12-30,marketing analytics,39,71,7567,0.009382846570635655
2024-12-30,ai for business,33,68,4814,0.014125467386788533
2024-12-30,customer segmentation,8,48,12382,0.003876595057341302
2024-12-30,sales forecasting,16,85,14799,0.005743631326440976
2024-12-31,marketing analytics,15,41,5330,0.007692307692307693
2024-12-31,ai for business,8,72,17045,0.004224112643003814
2024-12-31,customer segmentation,35,19,17403,0.0010917657875079009
2024-12-31,sales forecasting,30,23,13069,0.001759889815594154
2025-01-01,marketing analytics,29,38,15717,0.0024177642043647007
2025-01-01,ai for business,18,42,18775,0.002237017310252996
2025-01-01,customer segmentation,37,99,16258,0.006089309878213802
2025-01-01,sales forecasting,42,77,4505,0.01709211986681465
2025-01-02,marketing analytics,15,88,8275,0.010634441087613293
2025-01-02,ai for business,22,64,1460,0.043835616438356165
2025-01-02,customer segmentation,37,36,1759,0.02046617396247868
2025-01-02,sales forecasting,11,31,2283,0.01357862461673237
2025-01-03,marketing analytics,29,77,9234,0.008338748104829976
2025-01-03,ai for business,43,58,5228,0.011094108645753635
2025-01-03,customer segmentation,23,74,3476,0.021288837744533946
2025-01-03,sales forecasting,1,17,3991,0.004259584064144325
2025-01-04,marketing analytics,14,66,15638,0.004220488553523468
2025-01-04,ai for business,36,64,1311,0.04881769641495042
2025-01-04,customer segmentation,43,22,3303,0.006660611565243718
2025-01-04,sales forecasting,44,7,3028,0.002311756935270806
2025-01-05,marketing analytics,6,98,6126,0.015997388181521383
2025-01-05,ai for business,46,26,12450,0.0020883534136546186
2025-01-05,customer segmentation,35,84,13907,0.006040123678722946
2025-01-05,sales forecasting,16,79,9113,0.008668934489191265
2025-01-06,marketing analytics,26,71,10098,0.007031095266389384
2025-01-06,ai for business,9,8,19906,0.000401888877725309
2025-01-06,customer segmentation,39,36,9593,0.0037527363702699887
2025-01-06,sales forecasting,3,21,13787,0.00152317400449699
2025-01-07,marketing analytics,36,51,18303,0.0027864284543517455
2025-01-07,ai for business,38,37,3877,0.009543461439257158
2025-01-07,customer segmentation,41,45,14596,0.0030830364483420115
2025-01-07,sales forecasting,12,62,15774,0.00393051857487004
2025-01-08,marketing analytics,34,21,18821,0.001115774932256522
2025-01-08,ai for business,49,94,15861,0.005926486350167077
2025-01-08,customer segmentation,12,14,16607,0.0008430180044559523
2025-01-08,sales forecasting,2,59,12416,0.004751932989690721
2025-01-09,marketing analytics,2,65,13328,0.0048769507803121245
2025-01-09,ai for business,3,10,10112,0.0009889240506329115
2025-01-09,customer segmentation,20,40,1961,0.02039775624681285
2025-01-09,sales forecasting,7,45,19826,0.002269746797135075
2025-01-10,marketing analytics,5,54,3574,0.01510912143256855
2025-01-10,ai for business,9,18,2093,0.008600095556617296
2025-01-10,customer segmentation,10,66,11682,0.005649717514124294
2025-01-10,sales forecasting,43,47,2166,0.02169898430286242
2025-01-11,marketing analytics,16,99,15347,0.0064507721378771095
2025-01-11,ai for business,7,47,12002,0.003916013997667055
2025-01-11,customer segmentation,17,10,6017,0.0016619577862722287
2025-01-11,sales forecasting,21,57,15116,0.003770838846255623
2025-01-12,marketing analytics,31,78,11093,0.00703146128188948
2025-01-12,ai for business,49,66,5004,0.013189448441247002
2025-01-12,customer segmentation,8,30,4010,0.007481296758104738
2025-01-12,sales forecasting,24,13,10558,0.0012312938056450084
